Unnamed: 0,tp,t2m,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,tp_0,tp_1,tp_2,tp_3,tp_4,tp_5,tp_6,tp_7,tp_8,tp_9,tp_10,tp_11,tp_12,tp_13,tp_14,t2m_0,t2m_1,t2m_2,t2m_3,t2m_4,t2m_5,t2m_6,t2m_7,t2m_8,t2m_9,t2m_10,t2m_11,t2m_12,t2m_13,t2m_14,FLAG_BAD_DATA,FLAG_t2m,FLAG_tp,segment
2010-01-01,0.0124864242302863,294.0544351156702,,,,,6.211952494683668,14.839927459431587,14.850955143153111,14.859297422605142,14.850575669903623,14.861344096816593,14.877145357221089,14.878176680235107,14.921937746422316,21.662535480249712,22.99156060619889,23.65772054797021,26.89426029954001,31.343858380184,32.88426878741968,296.6087911017587,295.46537680937865,293.900184560045,293.72369056772965,294.4453341760368,294.3200991621642,293.9617919921876,294.092264407149,295.34318328572215,294.9234184906862,296.1108354942821,297.00280833021503,296.1818083290742,296.2458916066963,296.68729022730184,0,0,0,trn
2010-01-02,0.0010619381589282,293.3343586870796,,,,,0.019593426000292,0.0223445714077102,0.0227746696115654,0.0209068227037091,0.020284207067757,0.0543905953380549,0.2248826071480724,8.062156320732331,52.340464939580905,118.54990907472988,122.34699570129968,128.53651413962106,137.31384904807976,138.2844563421802,138.41443698205686,296.1396364586376,294.01364912942194,293.8436316374307,294.72052550984324,294.84062793767345,294.38089816369745,295.74490163927885,293.89242646404523,295.0027100037192,294.55060128185244,294.6672225666938,295.328937280958,296.1750613061067,296.0739075134848,296.24805685738545,0,0,0,trn
2010-01-03,5.415750363168813e-05,292.2940429177657,,,,,0.0,0.0,0.0675308370144567,0.2756815402307244,0.2756815402307244,0.476580753504673,2.7768534722729266,11.09739442629235,16.627297945111714,38.63784675954658,85.34243146949841,123.11188542731458,135.4049331807645,136.5112407363464,136.62992787583966,295.33726437292376,294.2747916105752,294.65194381286057,294.3224116530374,294.3707685381453,295.9618426171419,296.3237628401997,296.6479934977594,296.4031390609029,295.1983579118676,294.6829851810064,295.0884793005257,296.65592414642055,296.85157968396345,296.7816753209195,0,0,0,trn
2010-01-04,1.8466793698391517e-07,292.611723253126,,,,,0.0,0.1722885559652453,0.8931474061769861,0.8931474061769861,0.8917684109411508,0.8876314252336449,0.9135861976124418,1.2084923860068637,16.6508435400847,53.03578428464516,64.69288934725468,64.39556086174795,64.74422105450498,64.77128358644859,64.8997882593458,295.32757625401587,295.2224223056687,295.0740912606784,293.56157128164705,293.7427920047368,295.7695663309544,296.1858552594051,296.92545839113615,295.6353786860672,295.64821831533845,296.2590181582442,296.87068739561283,297.0184707641602,295.75434618798374,295.7322805529443,0,0,0,trn
2010-01-05,0.0,293.1093156112639,,,,,0.0,0.070297526421948,2.116136497426256,2.1372389748831777,2.547969639858353,20.75321917667568,36.34191580799139,41.57302171938888,55.49836745217583,81.2019097158842,97.2101292119962,107.94520782755916,108.7389206930856,108.883082880038,109.07350971542787,296.46256199061315,295.2634476991458,295.5315655146804,295.6638898760359,296.0073566615025,295.5048724736009,296.7012189348168,296.8997536775108,295.7039814886646,295.2802649524725,295.1874739031926,296.8182461462289,296.84597379024905,296.38841532769607,296.9207695221233,0,0,0,trn
2010-01-06,0.0,293.036126107055,,,,,0.0,0.0,0.0275354117990654,3.641138665029936,8.38011497426256,9.780678437134933,17.321957026686626,23.173620206173343,30.487121296820245,36.56442973769714,38.96913560528623,40.30541564370985,40.57964973806221,40.60294292129089,40.61770373192904,296.4316317834587,294.68453858277513,295.448248818656,294.33502297089484,296.13180320953654,296.7972188931759,297.302684534376,297.1114429224318,296.5798341982833,296.6070627943378,297.2276823097301,297.37509362051424,296.3975743088767,295.54523824531344,295.7607097447476,0,0,0,trn
2010-01-07,0.0,292.7258267371997,,,,,0.0094101094753942,1.0620938595210283,1.1547577759929908,3.781158162054615,8.963920521958967,17.90225904232988,19.04933580059872,19.4117973541545,20.03959185163552,20.06164721907857,19.69164639767085,19.42199592946846,20.317660037602224,21.93819135148949,22.95655837014457,296.22815754257635,296.3839887815102,296.6368504461841,296.5894545082735,297.13794522864794,297.3055187474902,297.49496353006816,297.71207349545494,298.0414284679377,297.60411050386523,297.0565258988711,296.76142954603534,296.3401996933412,295.96249211391563,296.4217539992288,0,0,0,trn
2010-01-08,3.1343751191902926e-05,293.17355837717986,,,,,0.0265266204548773,0.246908312646028,2.5722268363025704,6.939477082724885,12.21958709431586,15.595243650062065,18.79775487596744,19.408316638982186,19.419693706191588,19.43069600613318,22.4408038843458,23.45646539135514,23.45646539135514,23.45646539135514,23.45693998247664,296.4616933804807,295.9025947356893,295.85849940219776,296.25500367066576,295.8311906618493,296.42290796297743,297.18580577529485,296.5711490238939,295.2519375096972,295.9227679243712,297.5253697332936,297.24029362758745,295.9364375176831,295.04412435371194,294.9892384894541,0,0,0,trn
2010-01-09,0.0023601973292595,293.76076701350263,,,,,0.6502059508706923,3.660724675543955,20.671317697685456,31.454875625182535,35.25930358316297,39.64598297404352,44.123785001095214,44.91573497736567,45.00304149021613,45.01149514456776,54.463539765259945,57.614221305490666,57.60550069363319,57.59678008177571,57.59678008177571,296.79950892368214,296.3145390448169,295.31474518107484,295.0434779942593,296.3927280746888,296.3595193167713,296.93802286308505,296.5040099242023,296.3253932489414,295.83352853650246,295.58205649117446,295.15965770115366,295.5819327095959,294.25650074325995,293.81928131959154,0,0,0,trn
2010-01-10,0.0340081298121202,294.74398640911096,,,,,3.3068944627993577,9.386446516090466,18.847215028566737,29.97432416398949,37.94311922732915,45.55166027033441,46.52180124443269,46.70943729008471,46.71235899167641,46.71235899167641,44.65422671309142,43.97313996787384,44.03936938704732,44.061445860105145,44.24113906432535,296.66549040892414,295.995821088274,295.1295130364249,295.3831884794146,295.3830282621295,295.9001959684854,296.4435450473679,296.10743535122026,295.89432475722845,295.7038674755632,296.1826426425827,296.40392139470475,297.09074102383914,297.27251455717,296.9371941111913,0,0,0,trn
