Unnamed: 0,tp,t2m,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS,tp_0,tp_1,tp_2,tp_3,tp_4,tp_5,tp_6,tp_7,tp_8,tp_9,tp_10,tp_11,tp_12,tp_13,tp_14,t2m_0,t2m_1,t2m_2,t2m_3,t2m_4,t2m_5,t2m_6,t2m_7,t2m_8,t2m_9,t2m_10,t2m_11,t2m_12,t2m_13,t2m_14,FLAG_BAD_DATA,FLAG_t2m,FLAG_tp,segment
2010-01-01,0.0114123342647007,294.5251163622981,,,,,6.761191952613092,15.15506104500063,15.19344920496787,15.199099797074512,15.196366012737316,15.362894611973914,15.388023130355345,15.395255796370968,15.539435437930528,27.15473084808678,30.284193305559054,31.490902808404737,35.25867700064054,40.895631851688506,43.76604387837071,296.2898452102497,295.1197729623446,293.5231127995317,293.3791928855321,294.14915154569894,294.11318543136764,293.8960433467741,294.22399992583905,295.16926656743533,294.59387543380905,296.0436871436334,296.85518572407386,295.9625572286626,295.8626061716388,296.3176687917402,0,0,0,trn
2010-01-02,0.0006445676762879,293.7438112135341,,,,,0.0549870972992271,0.0814186834519909,0.0833749258390037,0.0825509512296286,0.2872128230269237,0.4109115600585937,0.6602266373172883,12.452221285912296,51.569394921743736,102.01185394615256,105.97624034266316,113.05838537728914,122.92388464814871,123.55584757815126,123.79556340043264,295.7664972120715,293.64937132148333,293.67074453702537,294.5061628280148,294.62247672132264,294.1867964549731,295.68191946706463,293.7333701349074,294.9136451803228,294.5954376548849,294.66531413088563,295.24472997521843,296.0690308437553,295.8932794550414,296.04364899666075,0,0,0,trn
2010-01-03,5.049246870478189e-05,292.5178159389015,,,,,0.0,0.0,0.0270471060147849,0.1384931174657678,0.3002843549174647,0.863663622128066,3.899490766627814,14.636821705807922,24.326130528603827,53.95732978082472,92.29108141827328,122.42560610207178,129.04877348869078,130.06857677172587,130.2491724157846,294.932252863402,293.975464605516,294.3546051517609,294.24951171875,294.2504023890341,295.7328899752709,296.0386314802272,296.0642348258726,295.8777707007623,294.9720643566501,294.6210844798755,295.0176581926243,296.5054283552272,296.6495117679719,296.449102832425,0,0,0,trn
2010-01-04,1.4953862051116054e-06,292.86569460525226,,,,,0.0,0.0624580793483282,0.5251675677555865,0.6812874578660535,0.8825527724399361,0.8828257899130545,0.9310227260794692,1.0890925417664232,20.24144917149697,50.92586230206233,58.16792970062584,58.82830154254873,59.26643289545531,59.3126706359207,59.52505329091062,295.0312263734879,294.9977273428312,294.7877876527848,293.5134415985435,293.60770424463414,295.62797333091817,296.0790138654812,296.6780178931451,295.2822011311848,295.9996457663916,296.266233628796,296.72658965408164,296.7526685653194,295.19679227439303,295.4804593978389,0,0,0,trn
2010-01-05,5.074459777427256e-06,293.49649341930325,,,,,0.0,0.0244085250362273,1.1131368657594087,1.2025684643817205,1.8058299403036795,16.787444986322875,29.90943318028604,33.03061840098391,43.88975155738092,60.79310714557607,74.0905032414262,81.84708002562164,82.88526145360802,83.10640265351982,83.48580177881384,295.92044502176265,294.89080416771674,295.13104042955626,295.2898957447339,295.79585651684835,295.57767027167864,296.3846721033896,296.617067808746,295.8070701681158,295.68326289679413,295.45616346789944,296.9067018570438,296.5360878564978,296.46681246193504,296.816891906082,0,0,0,trn
2010-01-06,4.764370002335118e-07,293.55297282150565,,,,,0.0,0.1698707662602906,0.3370847804571992,6.717396397744455,13.517291243358326,15.16528820735152,18.310844093240718,22.56184682538432,28.058527874690228,34.27356301584551,38.95482299148395,41.35153190038537,41.78093850740822,41.82215093797252,42.05507011823757,295.7971962549353,294.36048323108304,294.96197534376574,294.0936169367964,295.9740872126754,296.46605140932144,296.9138592955886,296.6789253809119,296.3917004164829,296.3022234516759,296.92008324079615,296.9539131246587,296.0364578411143,295.0584351734449,295.54177815427056,0,0,0,trn
2010-01-07,8.694105843672124e-09,293.19915937896826,,,,,0.0035026304183467,0.8651038549279653,1.3756876299458165,4.894939053443171,8.686191435783142,12.98157493017053,13.603262542396465,14.1610844930013,14.731826125934557,14.7413577828356,14.900038196194554,15.039124847740254,16.812724287791916,18.519768007339973,19.933713523290493,295.7559156520393,295.80855232156733,296.029155197964,296.22730895011654,296.8532444943664,297.1000653338689,297.12165053172777,297.3384448635963,297.65128859653265,297.11605482203987,296.53567349013457,296.1971507738995,295.9696504326277,295.86630125968685,295.9076394522062,0,0,0,trn
2010-01-08,8.444179281024656e-05,293.68941316468835,,,,,0.0594561997280325,0.7065567508820564,4.108007369502898,9.799637989331316,14.904408772786455,18.24634133615801,21.961988387569303,22.881829784762477,22.913808186848957,22.96551776188676,25.324972009146087,27.812759727560064,29.03384530672463,29.13463092106644,29.15269503029444,295.9716362901913,295.3702628843246,295.9171595419607,295.9432196668399,295.8112350792013,295.9729818528698,296.9005409979051,296.05529227308045,294.755242706627,295.633426543205,296.94504448675343,296.98890152797907,295.5619852209604,294.5776860226867,294.6011430473738,0,0,0,trn
2010-01-09,0.0041787524209168,294.21956656701195,,,,,1.7112339799122145,5.752117280037172,19.32461137669061,26.598293099352105,30.66588584325647,35.93012048864877,40.99265002178889,42.435578212943135,42.65718800534484,42.67167679981519,46.6965825890982,48.03730363743279,48.0299082110005,48.02251278456821,48.022573163432455,296.16495144751764,295.8722451322823,295.2944874096942,295.1592146350491,296.19998669367965,296.06557866578464,296.6301376999065,296.0997617988176,295.7045340589298,295.20203694989607,295.14684123377646,295.05387369791663,295.6177314019972,294.1515684230353,293.64755527947534,0,0,0,trn
2010-01-10,0.0179762253643437,295.0636687599085,,,,,4.83629657376197,11.862086224299606,20.358646351804012,34.938959183231475,45.97505803262033,54.721491085585726,55.8110602594191,56.260647681451616,56.2666006600985,56.29092981482066,53.251257455477145,52.43876565912719,53.15247468025453,53.38058570123487,54.22183325982863,296.3475543606665,295.7830088625672,295.0061299313781,295.04546257757374,295.0863245482085,295.7331262403919,296.1744099278603,295.718386004048,295.42484537760413,295.3674666702106,295.99541276501066,296.172370008243,296.7222985708585,296.8339200583838,296.42556877546406,0,0,0,trn
